维度	实体	载体/路径	出处	状态数	判据类型	归属片
D3材质	可见物件：(目录) chr_valkyrie_out	client/Assets/Resources/Sprites/Units/chr_valkyrie_out	参考规格.md §6 / ResPaths.cs	379	脚本断言	AE1-D3
D3材质	可见物件：(目录) chr_witch_out	client/Assets/Resources/Sprites/Units/chr_witch_out	参考规格.md §6 / ResPaths.cs	253	脚本断言	AE1-D3
D3材质	可见物件：(目录) chr_wizard_out	client/Assets/Resources/Sprites/Units/chr_wizard_out	参考规格.md §6 / ResPaths.cs	312	脚本断言	AE1-D3
D3材质	可见物件：(目录) spell_goblin_barrel_out	client/Assets/Resources/Sprites/Cards/spell_goblin_barrel_out	参考规格.md §6 / ResPaths.cs	13	脚本断言	AE1-D3
D3材质	可见物件：(目录) ui_spells_out	client/Assets/Resources/Sprites/Cards/ui_spells_out	参考规格.md §6 / ResPaths.cs	92	脚本断言	AE1-D3
D3材质	可见物件：UI 面板底/标题条/按钮	ResPaths.cs + copy-ui-assets.py	参考规格.md §6 / ResPaths.cs	3	脚本断言+并排图	AE1-D3
D3材质	可见物件：公主塔 BLUE 塔身	ArenaView.BluePrincessFrame	参考规格.md §6 / ResPaths.cs	3	脚本断言+并排图	AE1-D3
D3材质	可见物件：公主塔 RED 塔身	ArenaView.RedPrincessFrame	参考规格.md §6 / ResPaths.cs	3	脚本断言+并排图	AE1-D3
D3材质	可见物件：单位精灵	UnitView / ResPaths.UnitDir	参考规格.md §6 / ResPaths.cs	3	脚本断言+并排图	AE1-D3
D3材质	可见物件：右桥 BridgeRight	ArenaView.BuildRiverAndBridges	参考规格.md §6 / ResPaths.cs	3	脚本断言+并排图	AE1-D3
D3材质	可见物件：命中闪光特效	ResPaths.EffectHit*	参考规格.md §6 / ResPaths.cs	3	脚本断言+并排图	AE1-D3
D3材质	可见物件：国王塔 BLUE 塔身	ArenaView.BlueKingFrame	参考规格.md §6 / ResPaths.cs	3	脚本断言+并排图	AE1-D3
D3材质	可见物件：国王塔 RED 塔身	ArenaView.RedKingFrame	参考规格.md §6 / ResPaths.cs	3	脚本断言+并排图	AE1-D3
D3材质	可见物件：左桥 BridgeLeft	ArenaView.BuildRiverAndBridges	参考规格.md §6 / ResPaths.cs	3	脚本断言+并排图	AE1-D3
D3材质	可见物件：弹道特效	ResPaths.EffectArrow*	参考规格.md §6 / ResPaths.cs	3	脚本断言+并排图	AE1-D3
D3材质	可见物件：河道带 RiverBand	ArenaView.BuildRiverAndBridges	参考规格.md §6 / ResPaths.cs	3	脚本断言+并排图	AE1-D3
D3材质	可见物件：爆炸特效	ResPaths.EffectBlast*	参考规格.md §6 / ResPaths.cs	3	脚本断言+并排图	AE1-D3
D3材质	可见物件：竞技场 Art Seg ×4	ArenaView.BuildArt	参考规格.md §6 / ResPaths.cs	3	脚本断言+并排图	AE1-D3
D3材质	可见物件：竞技场底图 Base	ArenaView.BuildBaseQuad	参考规格.md §6 / ResPaths.cs	3	脚本断言+并排图	AE1-D3
D4	BootPanel	BootPanel.cs:80-95	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	BootPanel	step10b: 无 CbBtn/RawBtn	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	BootPanel	step10b	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	BootPanel	step10b	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	BootPanel	BootPanel.cs:82-90	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	BootPanel	step10b	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	DeckEditPanel	DeckEditPanel.cs	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	DeckEditPanel	DeckEditPanel.cs:371	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	DeckEditPanel	DeckEditPanel.cs:371	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	DeckEditPanel	缺：满8张时卡池置灰并排图(DeckEditPanel.cs:287)	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	DeckEditPanel	缺：并排图(DeckEditPanel.cs:253)	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	DeckEditPanel	缺：滚到顶底并排图	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	DeckEditPanel	DeckEditPanel.cs:285/591	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	HudPanel	HudPanel.cs	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	HudPanel	HudPanel.cs:653-661	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	HudPanel	HudPanel.cs:653-661	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	HudPanel	HudPanel.cs:658	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	HudPanel	HudPanel.cs:726-730	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	HudPanel	HudPanel.cs:657	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	LoadingPanel	LoadingPanel.cs	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	LoadingPanel	step10b	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	LoadingPanel	step10b	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	LoadingPanel	step10b	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	LoadingPanel	AppFlow.cs:846-851	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	LoadingPanel	step10b	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	LoginPanel	LoginPanel.cs	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	LoginPanel	CrUiStyle.cs:457-461/502-506	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	LoginPanel	CrUiStyle.cs:459/504	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	LoginPanel	缺：运行中连点截图/日志(AppFlow.cs:543)	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	LoginPanel	缺：超长账号输入并排图	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	LoginPanel	AppFlow.cs:548-551	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	LoginPanel	CrUiStyle.cs:563-567	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	MainMenuPanel	MainMenuPanel.cs	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	MainMenuPanel	CrUiStyle.cs:457-461	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	MainMenuPanel	CrUiStyle.cs:459	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	MainMenuPanel	缺：场景约束确认	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	MainMenuPanel	缺：超长昵称并排图(AppFlow.cs:509)	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	MainMenuPanel	CrUiStyle.cs:460	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	NicknamePanel	NicknamePanel.cs	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	NicknamePanel	CrUiStyle.cs:457-461	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	NicknamePanel	CrUiStyle.cs:459	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	NicknamePanel	缺：提交中截图	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	NicknamePanel	NicknamePanel.cs 命中 characterLimit	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	NicknamePanel	CrUiStyle.cs:566	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	PausePanel	PausePanel.cs	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	PausePanel	PausePanel.cs:336 起	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	PausePanel	PausePanel.cs:336	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	PausePanel	PausePanel.cs:336（SetBtn 命中）	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	PausePanel	PausePanel.cs	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	RegisterPanel	RegisterPanel.cs	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	RegisterPanel	CrUiStyle.cs:457-461	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	RegisterPanel	CrUiStyle.cs:459	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	RegisterPanel	缺：注册中连点截图(AppFlow.cs:622)	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	RegisterPanel	AppFlow.cs:657-660	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	RegisterPanel	缺：并排图	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	RegisterPanel	CrUiStyle.cs:566	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	ResultPanel	ResultPanel.cs	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	ResultPanel	ResultPanel.cs	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	ResultPanel	ResultPanel.cs	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	ResultPanel	缺：结算态按钮可用性确认	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	ResultPanel	CrUiStyle.cs:460	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	RoomListPanel	RoomListPanel.cs	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	RoomListPanel	RoomListPanel.cs:316-320	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	RoomListPanel	RoomListPanel.cs:316	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	RoomListPanel	RoomListPanel.cs:316-320	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	RoomListPanel	缺：0项列表并排图	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	RoomListPanel	缺：滚到顶底并排图	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	RoomListPanel	缺：满项并排图	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	RoomListPanel	RoomListPanel.cs:316	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	RoomPanel	RoomPanel.cs	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	RoomPanel	RoomPanel.cs:401-410	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	RoomPanel	RoomPanel.cs:403	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	RoomPanel	RoomPanel.cs:403-410	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	RoomPanel	缺：并排图	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	RoomPanel	RoomPanel.cs:403	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	SettingsPanel	SettingsPanel.cs	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	SettingsPanel	SettingsPanel.cs	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	SettingsPanel	SettingsPanel.cs	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	SettingsPanel	缺：确认是否有需禁用场景	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	SettingsPanel	SettingsManager.cs:265-268	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D4	SettingsPanel	CrUiStyle.cs:460	状态矩阵.tsv D4	1	并排图 + 脚本	AG1-D4
D5	ALL	UnitView.cs:299-309	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	ALL	UnitView.cs:299-309	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	ALL	AH2-report.md §4（登记为允许差异）	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	ALL	server/game/core 无 knockback	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_archer_out	UnitView.cs:120-127 / 帧段表 §1.3-§3.3	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_archer_out	UnitView.cs:120-127 / 帧段表 §1.3-§3.3	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_archer_out	同上	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_archer_out	UnitView.cs:120-127 / 帧段表 §1.3-§3.3	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_archer_out	UnitView.cs:120-127 / 帧段表 §1.3-§3.3	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_axe_man_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_axe_man_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_axe_man_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_axe_man_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_baby_dragon_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_baby_dragon_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_baby_dragon_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_baby_dragon_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_balloon_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_balloon_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_balloon_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_balloon_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_bandit_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_bandit_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_bandit_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_bandit_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_barbarian_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_barbarian_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_barbarian_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_barbarian_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_bats_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_bats_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_bats_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_bats_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_battle_ram_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_battle_ram_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_battle_ram_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_battle_ram_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_bomber_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_bomber_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_bomber_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_bomber_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_bowler_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_bowler_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_bowler_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_bowler_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_electro_wizard_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_electro_wizard_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_electro_wizard_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_electro_wizard_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_fire_firespirit_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_fire_firespirit_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_fire_firespirit_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_fire_firespirit_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_giant_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_giant_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_giant_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_giant_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_giant_skeleton_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_giant_skeleton_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_giant_skeleton_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_giant_skeleton_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_goblin_archer_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_goblin_archer_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_goblin_archer_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_goblin_archer_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_goblin_blowdart_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_goblin_blowdart_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_goblin_blowdart_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_goblin_blowdart_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_goblin_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_goblin_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_goblin_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_goblin_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_hog_rider_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_hog_rider_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_hog_rider_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_hog_rider_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_ice_spirits_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_ice_spirits_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_ice_spirits_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_ice_spirits_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_ice_wizard_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_ice_wizard_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_ice_wizard_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_ice_wizard_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_knight_out	UnitView.cs:120-127 / 帧段表 §1.3-§3.3	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_knight_out	UnitView.cs:120-127 / 帧段表 §1.3-§3.3	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_knight_out	combat.go:98/575-585; battle.go:176	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_knight_out	UnitView.cs:120-127 / 帧段表 §1.3-§3.3	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_knight_out	UnitView.cs:80-83,352	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_knight_out	UnitView.cs:120-127 / 帧段表 §1.3-§3.3	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_lava_hound_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_lava_hound_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_lava_hound_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_lava_hound_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_lava_pups_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_lava_pups_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_lava_pups_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_lava_pups_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_mega_knight_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_mega_knight_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_mega_knight_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_mega_knight_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_mega_minion_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_mega_minion_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_mega_minion_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_mega_minion_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
